Generators,Mode,Cents,Closest 12 edo scale,Euclidean Distance
1 11 15 35,3,0 156 537 693 804 1089,0 200 500 700 800 1100,59.085
1 13 33 41,0,0 16 375 429 787 840,0 0 400 400 800 800,59.085
1 15 35 37,3,0 156 837 993 1089 1104,0 200 800 1000 1100 1100,59.085
23 33 43 47,2,0 37 459 496 613 1084,0 0 500 500 600 1100,59.085
33 45 47 51,0,0 141 216 587 663 804,0 100 200 600 700 800,59.085
5 37 39 45,1,0 91 204 295 339 1157,0 100 200 300 300 1200,59.093
13 19 31 51,1,0 305 339 657 691 996,0 300 300 700 700 1000,59.093
15 23 27 39,2,0 183 460 637 915 1097,0 200 500 600 900 1100,59.093
23 33 41 53,2,0 199 445 575 821 1020,0 200 400 600 800 1000,59.093
1 5 23 49,5,0 242 462 704 813 1090,0 200 500 700 800 1100,59.102
5 9 29 49,5,0 110 292 643 666 1018,0 100 300 600 700 1000,59.102
1 33 41 43,5,0 313 688 742 771 824,0 300 700 700 800 800,59.11
9 17 19 47,2,0 269 368 462 1008 1101,0 300 400 500 1000 1100,59.11
17 19 21 41,5,0 703 834 876 1027 1068,0 700 800 900 1000 1100,59.11
17 25 29 45,3,0 182 439 668 924 1107,0 200 400 700 900 1100,59.11
17 25 41 45,3,0 182 324 507 668 1039,0 200 300 500 700 1000,59.11
3 21 31 47,3,0 489 526 721 969 1164,0 500 500 700 1000 1200,59.119
5 13 17 27,5,0 217 282 681 736 1135,0 200 300 700 700 1100,59.119
5 25 35 43,2,0 231 261 492 618 1075,0 200 300 500 600 1100,59.119
9 21 23 27,5,0 267 424 765 922 1189,0 300 400 800 900 1200,59.119
9 25 31 53,1,0 271 372 530 631 903,0 300 400 500 600 900,59.119
9 25 41 45,3,0 182 225 408 569 1039,0 200 200 400 600 1000,59.119
11 23 33 51,5,0 179 255 625 702 880,0 200 300 600 700 900,59.119
13 47 49 51,1,0 33 72 106 175 1131,0 0 100 100 200 1100,59.119
1 41 45 53,3,0 283 429 713 874 1039,0 300 400 700 900 1000,59.127
3 23 25 43,3,0 74 939 1013 1083 1129,0 100 900 1000 1100 1100,59.127
7 21 25 51,5,0 668 702 864 1004 1166,0 700 700 900 1000 1200,59.127
17 37 39 51,5,0 407 498 644 962 1108,0 400 500 600 1000 1100,59.135
23 27 43 53,1,0 84 117 362 922 1168,0 100 100 400 900 1200,59.135
1 13 29 31,5,0 726 841 896 1030 1085,0 700 800 900 1000 1100,59.144
5 11 19 33,4,0 88 702 790 955 1035,0 100 700 800 1000 1000,59.144
1 7 13 25,4,0 128 773 901 969 1132,0 100 800 900 1000 1100,59.152
1 9 21 35,3,0 155 204 885 933 1088,0 200 200 900 900 1100,59.152
3 13 17 27,5,0 532 597 735 996 1135,0 500 600 700 1000 1100,59.152
3 13 19 51,0,0 33 138 690 795 829,0 0 100 700 800 800,59.152
3 19 21 29,4,0 173 328 501 732 969,0 200 300 500 700 1000,59.152
3 31 43 51,4,0 105 567 671 862 1010,0 100 600 700 900 1000,59.152
5 33 37 41,0,0 134 177 333 375 510,0 100 200 300 400 500,59.152
25 27 29 45,1,0 123 182 306 439 1067,0 100 200 300 400 1100,59.152
25 27 41 45,3,0 182 723 906 1039 1067,0 200 700 900 1000 1100,59.152
9 15 23 39,4,0 138 460 598 884 914,0 100 500 600 900 900,59.161
11 23 43 47,5,0 38 114 1084 1160 1198,0 0 100 1100 1200 1200,59.161
13 31 35 51,3,0 176 210 515 862 1166,0 200 200 500 900 1200,59.169
9 11 39 49,2,0 138 186 325 534 991,0 100 200 300 500 1000,59.178
1 19 21 29,2,0 170 468 729 1027 1197,0 200 500 700 1000 1200,59.186
3 23 31 37,5,0 377 443 820 893 1126,0 400 400 800 900 1100,59.186
5 9 13 51,3,0 34 183 217 637 780,0 0 200 200 600 800,59.186
5 17 23 53,1,0 190 432 677 713 959,0 200 400 700 700 1000,59.186
13 29 47 51,5,0 803 836 978 1025 1167,0 800 800 1000 1000 1200,59.186
1 19 23 31,3,0 298 517 815 869 1145,0 300 500 800 900 1100,59.195
5 23 27 53,2,0 33 278 713 959 991,0 0 300 700 1000 1000,59.195
1 19 31 41,3,0 298 716 1014 1068 1145,0 300 700 1000 1100 1100,59.203
5 7 15 39,1,0 76 120 574 702 1157,0 100 100 600 700 1200,59.203
5 19 27 49,0,0 88 440 680 1031 1120,0 100 400 700 1000 1100,59.203
7 21 51 53,1,0 95 336 432 498 1134,0 100 300 400 500 1100,59.203
11 15 27 47,1,0 114 182 296 537 960,0 100 200 300 500 1000,59.203
15 17 39 41,0,0 86 216 303 540 962,0 100 200 300 500 1000,59.203
1 3 35 47,2,0 36 155 191 690 702,0 0 200 200 700 700,59.211
1 5 15 29,5,0 328 386 498 1029 1141,0 300 400 500 1000 1100,59.211
5 13 17 23,0,0 241 464 706 918 987,0 200 500 700 900 1000,59.211
9 11 23 51,2,0 77 256 425 604 680,0 100 300 400 600 700,59.211
9 23 37 51,0,0 220 596 644 775 823,0 200 600 600 800 800,59.211
11 17 25 47,3,0 114 221 561 668 782,0 100 200 600 700 800,59.211
19 29 43 53,4,0 362 519 576 733 1094,0 400 500 600 700 1100,59.211
1 13 23 35,1,0 360 515 572 727 1087,0 400 500 600 700 1100,59.22
3 11 49 51,5,0 909 944 1013 1095 1164,0 900 900 1000 1100 1200,59.22
3 37 49 51,3,0 36 105 487 556 591,0 0 100 500 600 600,59.22
7 29 41 53,5,0 505 600 661 1044 1105,0 500 600 700 1000 1100,59.22
7 31 39 45,5,0 379 555 626 802 1181,0 400 600 600 800 1200,59.22
9 11 49 51,3,0 186 255 534 603 789,0 200 300 500 600 800,59.22
3 21 27 29,2,0 123 327 765 969 1092,0 100 300 800 1000 1100,59.228
5 9 23 53,1,0 289 531 713 776 959,0 300 500 700 800 1000,59.228
5 11 35 41,3,0 123 165 927 969 1092,0 100 200 900 1000 1100,59.228
5 7 39 45,1,0 204 574 778 822 1157,0 200 600 800 800 1200,59.237
25 31 39 45,4,0 183 431 555 803 985,0 200 400 600 800 1000,59.237
1 33 43 49,0,0 4 462 515 688 741,0 0 500 500 700 700,59.245
5 11 15 51,0,0 116 281 536 779 1034,0 100 300 500 800 1000,59.245
5 15 37 51,1,0 364 421 784 919 1066,0 400 400 800 900 1100,59.245
7 17 43 47,5,0 304 457 640 794 1097,0 300 500 600 800 1100,59.245
13 27 31 39,5,0 66 305 564 803 868,0 100 300 600 800 900,59.245
25 29 45 51,1,0 182 222 405 439 1166,0 200 200 400 400 1200,59.245
25 41 45 51,3,0 182 822 1005 1039 1166,0 200 800 1000 1000 1200,59.245
1 21 29 51,4,0 222 471 693 864 1029,0 200 500 700 900 1000,59.254
3 7 27 51,1,0 63 105 168 267 1102,0 100 100 200 300 1100,59.254
3 9 13 51,1,0 105 563 668 702 1167,0 100 600 700 700 1200,59.254
5 17 39 43,2,0 112 237 281 1031 1074,0 100 200 300 1000 1100,59.254
5 23 51 53,2,0 179 713 892 959 1134,0 200 700 900 1000 1100,59.254
9 15 41 53,0,0 10 225 540 669 985,0 0 200 500 700 1000,59.254
13 19 23 45,4,0 212 293 505 543 1162,0 200 300 500 500 1200,59.254
19 27 31 43,1,0 25 239 591 633 986,0 0 200 600 600 1000,59.262
7 19 35 37,4,0 575 672 718 1058 1104,0 600 700 700 1100 1100,59.271
9 31 43 51,0,0 30 338 596 633 892,0 0 300 600 600 900,59.271
11 15 37 49,3,0 177 364 664 714 1014,0 200 400 700 700 1000,59.271
1 3 45 49,1,0 112 463 574 610 1165,0 100 500 600 600 1200,59.279
1 7 13 53,3,0 33 128 874 969 1002,0 0 100 900 1000 1000,59.279
3 7 39 53,5,0 172 267 531 626 798,0 200 300 500 600 800,59.279
3 25 41 43,0,0 11 82 272 938 1129,0 0 100 300 900 1100,59.279
3 29 43 53,5,0 511 682 838 872 1029,0 500 700 800 900 1000,59.279
9 19 25 33,5,0 388 481 632 956 1107,0 400 500 600 1000 1100,59.279
11 17 39 51,5,0 209 498 707 944 962,0 200 500 700 900 1000,59.279
3 7 19 23,5,0 267 330 597 671 1126,0 300 300 600 700 1100,59.287
3 25 41 45,1,0 71 182 927 1039 1110,0 100 200 900 1000 1100,59.287
9 19 33 53,5,0 287 380 531 956 1107,0 300 400 500 1000 1100,59.287
11 21 45 51,4,0 80 217 297 336 1161,0 100 200 300 300 1200,59.287
21 37 45 51,5,0 217 336 861 980 1197,0 200 300 900 1000 1200,59.287
3 13 45 51,2,0 78 112 217 1062 1166,0 100 100 200 1100 1200,59.304
3 11 41 51,0,0 17 122 272 944 1095,0 0 100 300 900 1100,59.313
3 37 41 51,0,0 272 644 917 1022 1095,0 300 600 900 1000 1100,59.313
5 11 29 37,1,0 165 422 587 722 1066,0 200 400 600 700 1100,59.313
1 27 31 43,5,0 273 512 567 906 961,0 300 500 600 900 1000,59.321
3 13 15 41,4,0 402 541 788 813 1061,0 400 500 800 800 1100,59.321
5 13 23 43,0,0 125 241 870 987 1112,0 100 200 900 1000 1100,59.321
9 21 37 47,5,0 519 738 785 933 980,0 500 700 800 900 1000,59.321
5 41 43 49,3,0 183 226 309 1075 1157,0 200 200 300 1100 1200,59.33
7 13 15 39,0,0 119 498 617 745 1071,0 100 500 600 700 1100,59.33
9 15 23 25,1,0 316 460 632 776 1092,0 300 500 600 800 1100,59.33
17 31 33 49,2,0 108 160 516 568 676,0 100 200 500 600 700,59.33
31 35 43 51,5,0 339 357 695 905 990,0 300 400 700 900 1000,59.33
1 5 37 45,0,0 134 338 386 590 725,0 100 300 400 600 700,59.338
1 9 21 29,1,0 96 267 471 826 1030,0 100 300 500 800 1000,59.346
3 11 31 43,2,0 39 190 606 757 796,0 0 200 600 800 800,59.346
3 31 37 43,5,0 261 443 704 894 1010,0 300 400 700 900 1000,59.346
9 21 31 53,1,0 267 526 670 929 1196,0 300 500 700 900 1200,59.346
13 17 27 37,1,0 399 464 545 610 1010,0 400 500 500 600 1000,59.346
5 19 49 51,4,0 69 421 760 1111 1180,0 100 400 800 1100 1200,59.355
11 23 41 53,2,0 678 755 878 1001 1123,0 700 800 900 1000 1100,59.355
17 19 39 51,3,0 192 237 691 735 928,0 200 200 700 700 900,59.355
17 29 43 53,3,0 275 431 682 838 1113,0 300 400 700 800 1100,59.355
17 41 43 53,3,0 325 362 687 769 1118,0 300 400 700 800 1100,59.355
19 21 27 41,5,0 304 435 477 1027 1068,0 300 400 500 1000 1100,59.355
19 23 25 45,3,0 38 182 331 475 513,0 0 200 300 500 500,59.355
19 29 31 49,2,0 115 407 468 760 875,0 100 400 500 800 900,59.355
23 37 41 53,1,0 378 578 755 823 1001,0 400 600 800 800 1000,59.355
27 29 31 45,3,0 115 239 761 884 1000,0 100 200 800 900 1000,59.355
27 31 41 45,3,0 315 484 800 961 1039,0 300 500 800 1000 1000,59.355
7 29 41 49,3,0 231 599 831 891 1139,0 200 600 800 900 1100,59.372
9 29 43 53,4,0 362 519 670 826 1188,0 400 500 700 800 1200,59.372
17 37 47 53,0,0 17 431 577 639 785,0 0 400 600 600 800,59.372
3 17 21 41,2,0 93 324 366 928 969,0 100 300 400 900 1000,59.38
5 23 33 37,5,0 491 625 824 867 1066,0 500 600 800 900 1100,59.389
9 13 35 43,0,0 207 514 563 843 892,0 200 500 600 800 900,59.389
13 21 31 45,2,0 119 370 645 896 1015,0 100 400 600 900 1000,59.389
25 35 43 45,2,0 79 261 435 618 696,0 100 300 400 600 700,59.389
27 29 37 51,5,0 124 555 679 778 1101,0 100 600 700 800 1100,59.389
33 37 39 43,3,0 169 260 911 1002 1171,0 200 300 900 1000 1200,59.389
3 13 15 29,4,0 189 814 1003 1061 1141,0 200 800 1000 1100 1100,59.397
9 29 45 53,3,0 91 374 531 761 917,0 100 400 500 800 900,59.397
23 35 43 51,5,0 179 295 727 843 1022,0 200 300 700 800 1000,59.397
3 5 11 45,0,0 38 884 923 1034 1088,0 0 900 900 1000 1100,59.405
11 19 25 33,4,0 222 476 702 956 1177,0 200 500 700 1000 1200,59.405
15 17 23 39,0,0 216 285 502 740 962,0 200 300 500 700 1000,59.405
15 23 43 53,1,0 98 215 460 838 1084,0 100 200 500 800 1100,59.405
17 23 31 45,2,0 38 160 198 684 715,0 0 200 200 700 700,59.405
3 7 19 33,3,0 245 267 512 796 916,0 200 300 500 800 900,59.414
3 21 23 45,4,0 74 120 193 231 1162,0 100 100 200 200 1200,59.414
5 9 13 17,1,0 182 281 636 735 918,0 200 300 600 700 900,59.414
7 21 27 35,4,0 63 316 378 765 814,0 100 300 400 800 800,59.414
23 25 33 53,4,0 101 576 676 821 1056,0 100 600 700 800 1100,59.414
29 41 43 47,0,0 82 236 681 835 918,0 100 200 700 800 900,59.414
1 5 25 31,5,0 373 427 759 814 1186,0 400 400 800 800 1200,59.422
3 5 41 49,4,0 36 309 884 1157 1193,0 0 300 900 1200 1200,59.422
5 15 29 41,0,0 42 58 101 599 701,0 0 100 100 600 700,59.422
9 19 21 29,3,0 174 267 733 826 999,0 200 300 700 800 1000,59.422
11 17 31 49,4,0 160 568 606 1014 1174,0 200 600 600 1000 1200,59.431
11 21 25 51,3,0 222 864 1086 1120 1166,0 200 900 1100 1100 1200,59.431
13 17 19 31,4,0 193 305 497 657 1040,0 200 300 500 700 1000,59.431
15 19 29 49,3,0 292 410 702 760 1142,0 300 400 700 800 1100,59.431
17 19 35 47,5,0 498 640 690 1008 1058,0 500 600 700 1000 1100,59.431
17 31 35 49,3,0 160 210 568 618 778,0 200 200 600 600 800,59.431
17 35 47 53,1,0 432 482 640 690 1122,0 400 500 600 700 1100,59.431
21 25 37 51,5,0 186 220 522 864 1166,0 200 200 500 900 1200,59.431
5 9 13 23,0,0 241 563 805 987 1017,0 200 600 800 1000 1000,59.439
1 9 13 27,2,0 65 204 269 564 906,0 100 200 300 600 900,59.447
1 15 23 53,5,0 414 628 740 873 985,0 400 600 700 900 1000,59.447
5 11 15 27,1,0 17 182 536 680 1035,0 0 200 500 700 1000,59.447
5 15 27 37,5,0 135 182 317 680 836,0 100 200 300 700 800,59.447
9 21 23 45,5,0 120 776 895 933 1162,0 100 800 900 900 1200,59.447
21 27 43 51,5,0 296 336 394 435 731,0 300 300 400 400 700,59.447
39 47 49 51,4,0 70 324 393 465 1128,0 100 300 400 500 1100,59.447
1 7 9 35,3,0 155 204 387 435 590,0 200 200 400 400 600,59.456
5 9 11 15,4,0 182 537 719 884 1035,0 200 500 700 900 1000,59.456
5 9 15 37,3,0 135 182 837 884 1019,0 100 200 800 900 1000,59.456
5 11 15 17,3,0 282 537 819 984 1035,0 300 500 800 1000 1000,59.456
7 19 21 49,5,0 174 231 405 672 933,0 200 200 400 700 900,59.456
9 21 25 31,1,0 267 526 569 828 1095,0 300 500 600 800 1100,59.456
11 23 35 51,5,0 179 255 727 804 982,0 200 300 700 800 1000,59.456
15 27 33 45,4,0 182 537 719 884 1035,0 200 500 700 900 1000,59.456
19 25 33 37,3,0 198 244 679 725 923,0 200 200 700 700 900,59.456
3 5 23 53,2,0 74 713 787 959 1029,0 100 700 800 1000 1000,59.464
1 9 43 47,5,0 227 534 688 738 892,0 200 500 700 700 900,59.473
5 19 37 45,0,0 88 134 292 338 427,0 100 100 300 300 400,59.473
1 13 29 35,1,0 171 326 360 515 686,0 200 300 400 500 700,59.481
3 19 33 47,4,0 37 405 588 956 992,0 0 400 600 1000 1000,59.481
5 27 37 47,5,0 135 414 680 959 1094,0 100 400 700 1000 1100,59.481
15 17 23 25,5,0 208 523 667 740 884,0 200 500 700 700 900,59.481
17 19 21 29,2,0 173 366 732 925 1098,0 200 400 700 900 1100,59.481
17 21 23 27,5,0 278 435 677 834 1112,0 300 400 700 800 1100,59.481
17 29 37 51,2,0 275 422 498 645 920,0 300 400 500 600 900,59.481
19 25 47 49,4,0 34 368 402 475 1127,0 0 400 400 500 1100,59.481
33 35 45 49,1,0 435 537 583 684 1120,0 400 500 600 700 1100,59.489
5 33 41 47,3,0 237 279 825 867 1104,0 200 300 800 900 1100,59.498
15 27 41 53,5,0 509 541 723 985 1168,0 500 500 700 1000 1200,59.498
29 47 49 51,4,0 69 836 905 977 1127,0 100 800 900 1000 1100,59.498
13 31 37 51,3,0 272 306 611 862 1166,0 300 300 600 900 1200,59.506
19 21 29 51,5,0 174 223 396 732 864,0 200 200 400 700 900,59.506
7 11 45 51,3,0 217 783 1000 1038 1161,0 200 800 1000 1000 1200,59.523
15 17 41 53,5,0 110 324 541 769 985,0 100 300 500 800 1000,59.523
15 29 39 51,2,0 59 281 513 736 794,0 100 300 500 700 800,59.523
5 7 29 37,3,0 422 583 1005 1065 1139,0 400 600 1000 1100 1100,59.532
13 21 39 43,5,0 129 169 830 871 999,0 100 200 800 900 1000,59.532
15 29 39 43,1,0 111 169 623 687 1142,0 100 200 600 700 1100,59.532
41 43 45 53,5,0 201 283 362 1039 1117,0 200 300 400 1000 1100,59.532
5 13 41 51,0,0 9 42 420 788 1166,0 0 0 400 800 1200,59.54
15 23 25 27,5,0 607 740 884 922 1066,0 600 700 900 900 1100,59.54
17 19 43 47,5,0 426 640 793 832 986,0 400 600 800 800 1000,59.54
17 21 23 45,5,0 120 677 796 834 1162,0 100 700 800 800 1200,59.54
17 31 37 49,3,0 160 307 568 714 874,0 200 300 600 700 900,59.54
3 9 21 29,4,0 267 328 594 826 969,0 300 300 600 800 1000,59.548
3 9 21 41,3,0 226 267 928 969 1194,0 200 300 900 1000 1200,59.548
5 23 35 47,3,0 194 232 474 921 1163,0 200 200 500 900 1200,59.548
7 11 43 49,2,0 39 226 782 969 1008,0 0 200 800 1000 1000,59.548
9 11 27 29,4,0 355 479 702 826 1180,0 400 500 700 800 1200,59.548
9 15 39 41,4,0 139 660 798 885 1114,0 100 700 800 900 1100,59.548
9 17 21 23,5,0 410 676 775 834 933,0 400 700 800 800 900,59.548
9 27 29 37,2,0 280 655 702 779 826,0 300 700 700 800 800,59.548
1 3 13 51,5,0 669 702 807 1062 1167,0 700 700 800 1100 1200,59.557
1 9 21 41,5,0 505 730 771 934 975,0 500 700 800 900 1000,59.557
1 11 13 29,3,0 170 359 722 911 1081,0 200 400 700 900 1100,59.557
1 17 21 29,1,0 170 275 729 834 1005,0 200 300 700 800 1000,59.557
21 35 43 45,4,0 40 765 805 884 1121,0 0 800 800 900 1100,59.557
27 35 47 53,5,0 479 511 719 960 1168,0 500 500 700 1000 1200,59.557
15 19 29 45,5,0 410 468 702 761 1170,0 400 500 700 800 1200,59.573
17 19 47 51,0,0 130 498 639 690 832,0 100 500 600 700 800,59.573
17 39 45 51,4,0 217 465 715 963 1179,0 200 500 700 1000 1200,59.573
1 21 23 45,5,0 120 572 691 729 1162,0 100 600 700 700 1200,59.582
3 11 23 31,0,0 76 443 520 593 1126,0 100 400 500 600 1100,59.582
5 15 19 41,0,0 88 131 498 540 629,0 100 100 500 500 600,59.582
19 25 41 45,3,0 131 182 314 475 1038,0 100 200 300 500 1000,59.582
1 5 29 49,5,0 292 462 643 813 1105,0 300 500 600 800 1100,59.59
3 21 29 51,2,0 222 327 864 969 1191,0 200 300 900 1000 1200,59.59
9 19 21 33,0,0 93 244 266 417 511,0 100 200 300 400 500,59.59
3 11 29 31,0,0 327 443 478 593 921,0 300 400 500 600 900,59.599
3 29 31 37,5,0 307 422 757 873 1179,0 300 400 800 900 1200,59.599
3 15 23 25,1,0 74 316 389 460 1130,0 100 300 400 500 1100,59.607
1 3 13 31,5,0 398 702 757 841 896,0 400 700 800 800 900,59.615
1 9 31 39,5,0 204 258 342 397 601,0 200 300 300 400 600,59.615
3 5 13 51,1,0 33 138 779 884 918,0 0 100 800 900 900,59.615
7 33 51 53,3,0 67 162 821 916 982,0 100 200 800 900 1000,59.615
1 29 45 53,3,0 170 326 761 917 1087,0 200 300 800 900 1100,59.624
5 11 23 35,1,0 76 231 308 473 1035,0 100 200 300 500 1000,59.624
3 11 31 41,1,0 123 273 607 757 880,0 100 300 600 800 900,59.632
7 23 25 29,5,0 603 799 859 943 1004,0 600 800 900 900 1000,59.632
7 23 25 41,1,0 3 199 343 859 1004,0 0 200 300 900 1000,59.632
15 23 31 43,4,0 107 567 623 683 740,0 100 600 600 700 700,59.632
5 7 29 35,4,0 61 232 292 618 875,0 100 200 300 600 900,59.649
5 13 27 41,0,0 42 65 108 519 788,0 0 100 100 500 800,59.649
5 23 33 47,3,0 296 334 576 921 1163,0 300 300 600 900 1200,59.649
9 25 29 45,3,0 192 375 632 761 1018,0 200 400 600 800 1000,59.649
15 23 25 51,5,0 706 740 884 1021 1165,0 700 700 900 1000 1200,59.649
19 21 31 35,1,0 173 210 383 526 1058,0 200 200 400 500 1100,59.649
19 21 41 51,5,0 132 173 822 864 995,0 100 200 800 900 1000,59.649
1 25 29 45,2,0 12 182 439 773 1029,0 0 200 400 800 1000,59.657
1 25 41 45,3,0 182 429 612 773 1039,0 200 400 600 800 1000,59.657
3 13 19 39,1,0 359 404 498 543 903,0 400 400 500 500 900,59.657
5 23 43 53,3,0 116 241 362 487 603,0 100 200 400 500 600,59.657
5 31 35 49,5,0 177 408 618 759 969,0 200 400 600 800 1000,59.657
9 31 33 43,2,0 108 259 742 893 1001,0 100 300 700 900 1000,59.657
15 19 31 47,2,0 57 410 480 833 889,0 100 400 500 800 900,59.657
17 35 39 43,5,0 607 794 844 963 1013,0 600 800 800 1000 1000,59.657
1 3 9 47,3,0 167 204 666 702 1164,0 200 200 700 700 1200,59.674
3 9 13 27,5,0 433 498 636 996 1134,0 400 500 600 1000 1100,59.674
3 15 39 43,0,0 217 386 576 840 1030,0 200 400 600 800 1000,59.674
5 9 37 45,0,0 134 182 338 386 521,0 100 200 300 400 500,59.674
5 15 37 45,1,0 204 364 567 702 1066,0 200 400 600 700 1100,59.674
7 25 35 51,4,0 162 618 779 814 1166,0 200 600 800 800 1200,59.674
11 15 29 47,0,0 364 422 478 536 901,0 400 400 500 500 900,59.674
11 19 23 49,1,0 683 760 870 1014 1124,0 700 800 900 1000 1100,59.674
11 19 33 45,2,0 206 244 498 908 1161,0 200 200 500 900 1200,59.674
15 29 37 47,5,0 364 422 778 836 1199,0 400 400 800 800 1200,59.674
19 33 37 45,2,0 94 292 339 956 1002,0 100 300 300 1000 1000,59.674
41 47 49 51,2,0 72 822 894 964 1131,0 100 800 900 1000 1100,59.674
1 5 11 35,3,0 155 386 804 1035 1190,0 200 400 800 1000 1200,59.682
1 5 35 37,4,0 96 814 910 1045 1065,0 100 800 900 1000 1100,59.682
1 7 13 47,4,0 128 666 794 969 1025,0 100 700 800 1000 1000,59.682
1 13 21 53,1,0 327 370 697 730 1168,0 300 400 700 700 1200,59.682
3 11 13 49,5,0 876 911 1014 1062 1165,0 900 900 1000 1100 1200,59.682
3 17 21 29,3,0 328 366 694 925 969,0 300 400 700 900 1000,59.682
7 15 19 31,3,0 57 176 410 529 586,0 100 200 400 500 600,59.682
9 11 39 51,2,0 139 256 395 604 992,0 100 300 400 600 1000,59.682
11 15 19 33,5,0 245 410 498 663 908,0 200 400 500 700 900,59.682
21 23 27 45,5,0 120 278 397 435 1162,0 100 300 400 400 1200,59.682
21 31 39 43,5,0 506 634 675 1031 1072,0 500 600 700 1000 1100,59.682
31 43 45 51,3,0 217 567 784 862 1122,0 200 600 800 900 1100,59.682
1 7 17 35,3,0 105 156 337 387 492,0 100 200 300 400 500,59.691
11 15 35 37,4,0 96 537 633 900 933,0 100 500 600 900 900,59.691
27 29 43 53,4,0 32 682 714 838 1076,0 0 700 700 800 1100,59.699
27 41 43 53,3,0 362 724 1086 1118 1168,0 400 700 1100 1100 1200,59.699
33 41 43 47,5,0 506 588 742 964 1118,0 500 600 700 1000 1100,59.699
13 15 21 39,3,0 84 454 583 702 830,0 100 500 600 700 800,59.708
27 33 49 51,0,0 98 168 446 515 614,0 100 200 400 500 600,59.708
1 23 37 39,0,0 91 342 376 628 719,0 100 300 400 600 700,59.716
5 7 29 33,4,0 61 334 394 618 977,0 100 300 400 600 1000,59.716
1 17 35 53,3,0 105 155 432 482 587,0 100 200 400 500 600,59.724
5 37 47 51,4,0 135 415 780 1059 1194,0 100 400 800 1100 1200,59.724
7 9 19 23,2,0 330 424 671 765 1095,0 300 400 700 800 1100,59.724
9 31 39 49,0,0 138 397 533 792 931,0 100 400 500 800 900,59.724
11 27 37 41,5,0 178 300 723 845 1023,0 200 300 700 800 1000,59.724
21 39 43 49,4,0 98 227 267 1031 1072,0 100 200 300 1000 1100,59.724
23 25 37 53,5,0 277 377 522 955 1100,0 300 400 500 1000 1100,59.724
3 7 25 39,3,0 503 573 770 933 1129,0 500 600 800 900 1100,59.733
5 9 13 27,5,0 118 183 637 681 1135,0 100 200 600 700 1100,59.733
5 11 33 41,3,0 123 165 825 867 990,0 100 200 800 900 1000,59.733
5 37 41 47,3,0 135 177 921 963 1098,0 100 200 900 1000 1100,59.733
11 23 25 53,3,0 145 878 1023 1099 1123,0 100 900 1000 1100 1100,59.733
11 27 29 37,2,0 355 422 777 901 1077,0 400 400 800 900 1100,59.733
15 27 29 39,2,0 505 563 687 1018 1141,0 500 600 700 1000 1100,59.733
15 33 45 51,4,0 281 537 818 983 1035,0 300 500 800 1000 1000,59.733
17 19 33 53,5,0 188 380 432 956 1008,0 200 400 400 1000 1000,59.733
17 33 47 53,1,0 380 432 588 640 1020,0 400 400 600 600 1000,59.733
1 13 15 23,3,0 112 360 741 988 1100,0 100 400 700 1000 1100,59.741
11 23 27 37,4,0 22 300 376 845 922,0 0 300 400 800 900,59.741
1 37 39 43,5,0 598 689 858 940 1109,0 600 700 900 900 1100,59.749
5 17 19 49,0,0 88 281 440 632 721,0 100 300 400 600 700,59.749
5 19 41 49,4,0 42 760 802 891 1111,0 0 800 800 900 1100,59.749
7 11 19 35,4,0 275 418 671 804 1058,0 300 400 700 800 1100,59.749
7 13 29 43,4,0 128 682 810 871 1139,0 100 700 800 900 1100,59.749
13 41 47 51,2,0 34 175 822 964 997,0 0 200 800 1000 1000,59.749
3 7 31 47,4,0 267 721 987 1024 1164,0 300 700 1000 1000 1200,59.758
11 17 23 51,2,0 77 255 523 702 778,0 100 300 500 700 800,59.758
11 17 27 49,3,0 186 354 633 801 987,0 200 400 600 800 1000,59.758
17 19 25 33,5,0 289 481 533 956 1008,0 300 500 500 1000 1000,59.758
1 17 25 35,3,0 105 155 533 583 688,0 100 200 500 600 700,59.766
9 23 25 43,2,0 117 261 424 569 685,0 100 300 400 600 700,59.766
19 21 47 49,5,0 73 267 832 1027 1099,0 100 300 800 1000 1100,59.766
19 41 45 53,3,0 131 283 415 576 1039,0 100 300 400 600 1000,59.766
27 37 45 47,0,0 240 315 785 861 1101,0 200 300 800 900 1100,59.766
5 11 23 47,3,0 37 165 203 279 1123,0 0 200 200 300 1100,59.775
